date,solar,wind_onshore,wind_offshore
2017-05-20,171477,132767,21026
2017-05-21,198573,55217,17139
2017-05-22,210584,53265,13859
2017-05-23,200258,195385,42375
2017-05-24,144805,232038,24243
2017-05-25,187870,129959,20789
2017-05-26,231031,83163,5549
2017-05-27,241580,160661,48512
2017-05-28,216452,122028,39884
2017-05-29,208707,48838,6804
2017-05-30,166432,182630,29868
2017-05-31,197220,243904,60195
2017-06-01,224960,77933,10619
2017-06-02,209007,47689,3126
2017-06-03,165064,91421,6330
2017-06-04,121296,203157,28371
2017-06-05,162743,82322,39236
2017-06-06,126134,354737,97877
2017-06-07,165247,567328,101888
2017-06-08,191850,223119,59635
2017-06-09,164358,204269,31848
2017-06-10,214438,62269,27202
2017-06-11,221955,136799,59466
2017-06-12,171739,411771,96994
2017-06-13,177166,257473,49037
2017-06-14,230812,59688,8269
2017-06-15,211229,110070,39775
2017-06-16,165300,404171,76963
2017-06-17,158349,228895,23687
2017-06-18,219198,36555,9442
2017-06-19,237841,27171,4009
2017-06-20,218022,121676,26800
2017-06-21,218321,46385,6669
2017-06-22,188272,220115,52026
2017-06-23,169412,355625,72070
2017-06-24,171521,310914,67306
2017-06-25,121686,279312,67066
2017-06-26,191585,167942,48476
2017-06-27,151239,79742,17978
2017-06-28,142157,177465,76737
2017-06-29,105579,186686,7007
2017-06-30,150379,347451,31854
2017-07-01,109991,275573,50847
2017-07-02,106358,254340,58548
2017-07-03,196601,219164,55442
2017-07-04,193728,144249,27880
2017-07-05,201440,30786,3081
2017-07-06,217342,47096,4092
2017-07-07,173787,119498,3696
2017-07-08,181669,112608,19501
2017-07-09,180651,44681,4404
2017-07-10,127005,82040,3841
2017-07-11,152591,144292,28526
2017-07-12,90657,288855,64815
2017-07-13,200408,155530,28279
2017-07-14,149476,67090,18637
2017-07-15,154733,66478,15275
2017-07-16,152479,117971,42942
2017-07-17,177552,71888,26650
2017-07-18,216314,70789,8600
2017-07-19,212241,170991,63011
2017-07-20,133954,132305,31390
2017-07-21,204263,90152,20440
2017-07-22,161241,112492,53521
2017-07-23,141338,186367,21437
2017-07-24,95696,76978,8841
2017-07-25,72044,250415,39205
2017-07-26,83033,236911,11776
2017-07-27,104743,137608,38439
2017-07-28,160096,232252,55058
2017-07-29,168388,241520,52107
2017-07-30,183220,285305,41785
2017-07-31,183303,94761,30428
2017-08-01,159890,90161,9919
2017-08-02,165588,75815,27675
2017-08-03,120163,312716,89646
2017-08-04,145631,369824,85553
2017-08-05,148608,187348,45532
2017-08-06,164462,123261,45157
2017-08-07,216117,89269,34575
2017-08-08,143742,205790,41676
2017-08-09,169034,152692,56133
2017-08-10,71162,86913,13361
2017-08-11,42198,101320,7255
2017-08-12,80904,262317,43586
2017-08-13,141157,79241,22026
2017-08-14,201027,101579,34836
2017-08-15,172204,160163,21901
2017-08-16,150679,50006,18584
2017-08-17,143194,149506,58252
2017-08-18,125637,148835,41957
2017-08-19,140369,281925,80108
2017-08-20,156866,227513,86542
2017-08-21,158354,165632,46240
2017-08-22,173374,75422,11723
2017-08-23,199191,61673,21757
2017-08-24,146340,134477,54157
2017-08-25,171901,65962,18615
2017-08-26,152022,45193,6084
2017-08-27,147845,111924,18129
2017-08-28,178632,42237,2982
2017-08-29,193583,81716,16442
2017-08-30,152123,156708,33725
2017-08-31,70794,177184,31315
2017-09-01,83407,30230,4000
2017-09-02,106187,33695,3676
2017-09-03,140194,24258,1921
2017-09-04,168123,69353,11690
2017-09-05,135541,74540,33063
2017-09-06,92002,347518,62389
2017-09-07,100495,278794,49535
2017-09-08,82394,453416,63253
2017-09-09,63259,263070,12982
2017-09-10,113330,229411,78358
2017-09-11,102463,487853,88404
2017-09-12,103032,395860,64947
2017-09-13,76819,693592,68158
2017-09-14,64480,560907,72447
2017-09-15,120941,265143,51201
2017-09-16,99447,65912,2995
2017-09-17,119926,21230,4198
2017-09-18,106991,52756,2616
2017-09-19,93991,60904,25379
2017-09-20,85205,100795,36767
2017-09-21,123775,29988,15213
2017-09-22,113893,11679,4805
2017-09-23,117184,27062,1815
2017-09-24,88861,41268,12214
2017-09-25,91455,69872,34716
2017-09-26,102236,100715,38381
2017-09-27,108038,98493,46052
2017-09-28,84595,91109,41396
2017-09-29,99957,126705,50680
2017-09-30,91066,171549,26756
2017-10-01,87195,152322,65919
2017-10-02,55171,469373,105383
2017-10-03,79475,355817,103313
2017-10-04,74265,547501,95253
2017-10-05,70284,644505,97745
2017-10-06,68364,476311,104551
2017-10-07,52328,542120,104512
2017-10-08,61003,248649,54198
2017-10-09,68711,147754,17025
2017-10-10,36634,278319,53167
2017-10-11,63036,435290,86325
2017-10-12,78488,545246,71688
2017-10-13,91526,213370,84342
2017-10-14,110632,202670,90803
2017-10-15,123718,161865,62415
2017-10-16,118553,213907,37535
2017-10-17,106555,181315,78702
2017-10-18,98498,48961,15291
2017-10-19,95181,115231,45440
2017-10-20,62918,285031,66554
2017-10-21,44624,215108,70309
2017-10-22,46077,354785,69977
2017-10-23,30342,226196,32801
2017-10-24,41480,221495,68906
2017-10-25,52360,380013,74942
2017-10-26,54840,236456,91251
2017-10-27,52374,450704,77484
2017-10-28,26800,740177,79640
2017-10-29,52240,649998,70109
2017-10-30,69883,322519,84536
2017-10-31,56769,203054,53903
2017-11-01,37046,331385,89057
2017-11-02,51505,289099,47643
2017-11-03,50760,80048,35878
2017-11-04,57357,241447,67934
2017-11-05,25260,215755,43613
2017-11-06,40300,74284,24131
2017-11-07,27301,107779,41009
2017-11-08,18331,56121,6544
2017-11-09,15290,152785,57702
2017-11-10,12771,543532,84284
2017-11-11,18163,433622,97300
2017-11-12,15731,170029,65393
2017-11-13,36998,146079,58991
2017-11-14,38773,248225,46261
2017-11-15,25804,83777,14249
2017-11-16,18147,116320,63171
2017-11-17,32918,137467,66996
2017-11-18,18879,533292,73374
2017-11-19,28649,633931,87307
2017-11-20,14912,345846,34437
2017-11-21,11239,295065,23528
2017-11-22,46147,519780,68453
2017-11-23,42046,651504,79222
2017-11-24,30440,264817,48269
2017-11-25,13552,190220,48449
2017-11-26,22587,505276,94053
2017-11-27,21983,650310,92969
2017-11-28,19658,458019,56910
2017-11-29,24154,88351,11304
2017-11-30,14314,51808,14582
2017-12-01,19266,28728,23597
2017-12-02,16460,73648,52624
2017-12-03,12411,295758,91733
2017-12-04,10746,389397,90402
2017-12-05,10951,526460,85027
2017-12-06,8008,557838,74659
2017-12-07,42995,667354,76369
2017-12-08,20502,559527,93300
2017-12-09,12343,613089,99230
2017-12-10,9920,555550,67397
2017-12-11,5669,356386,58721
2017-12-12,13248,519228,70871
2017-12-13,36880,647526,74011
2017-12-14,21028,591361,75076
2017-12-15,21653,150274,26143
2017-12-16,15903,213636,63753
2017-12-17,12620,204627,46092
2017-12-18,15897,104754,30085
2017-12-19,8794,85203,13898
2017-12-20,8800,68789,22093
2017-12-21,7312,232156,26881
2017-12-22,10065,189709,39061
2017-12-23,8448,669046,79030
2017-12-24,9950,730918,81500
2017-12-25,15764,494493,93315
2017-12-26,30923,629814,87638
2017-12-27,16531,341098,53404
2017-12-28,14160,422627,83796
2017-12-29,30538,494896,89383
2017-12-30,7465,649155,72090
2017-12-31,19979,636750,84422
2018-01-01,29486,605427,74669
2018-01-02,16327,406403,66396
2018-01-03,13103,846625,91260
2018-01-04,9263,554070,37245
2018-01-05,18381,501845,24748
2018-01-06,29155,172056,31838
2018-01-07,17000,357188,32297
2018-01-08,30372,492071,65002
2018-01-09,29453,441293,77793
2018-01-10,37828,123179,24945
2018-01-11,21017,24631,11151
2018-01-12,11011,81146,51480
2018-01-13,11431,262339,73957
2018-01-14,33246,318898,77964
2018-01-15,30279,657114,85714
2018-01-16,18545,583505,89758
2018-01-17,18862,577683,83471
2018-01-18,15811,621859,62375
2018-01-19,26536,261422,36234
2018-01-20,15013,169757,35562
2018-01-21,18297,88730,20357
2018-01-22,9659,256135,57808
2018-01-23,18980,333148,61370
2018-01-24,41024,662581,99392
2018-01-25,30156,308257,86038
2018-01-26,27650,43436,7257
2018-01-27,25558,253285,61142
2018-01-28,22197,751723,89280
2018-01-29,23739,809364,90266
2018-01-30,49856,384345,83372
2018-01-31,30908,612455,93122
2018-02-01,32595,432700,89446
2018-02-02,38070,297191,53874
2018-02-03,25098,83221,29003
2018-02-04,26189,158769,93651
2018-02-05,53302,170923,31897
2018-02-06,66492,89024,4355
2018-02-07,55937,48488,7965
2018-02-08,51721,37256,54604
2018-02-09,42355,128778,80265
2018-02-10,24427,117925,53182
2018-02-11,28516,526986,98429
2018-02-12,47380,371024,92889
2018-02-13,97675,191179,67877
2018-02-14,113511,249179,76417
2018-02-15,30743,415833,90488
2018-02-16,71702,267621,60581
2018-02-17,34463,65659,6785
2018-02-18,59636,97188,28607
2018-02-19,58919,53181,6556
2018-02-20,65835,99855,9547
2018-02-21,91725,150009,3059
2018-02-22,88681,252637,8558
2018-02-23,105663,314468,45859
2018-02-24,109933,486704,98518
2018-02-25,122087,282373,68412
2018-02-26,81635,311091,87163
2018-02-27,97963,247770,89843
2018-02-28,108252,469568,102042
2018-03-01,110481,628786,99193
2018-03-02,102090,430424,98197
2018-03-03,77042,326591,99673
2018-03-04,100457,313601,93807
2018-03-05,104489,220516,73289
2018-03-06,76481,105762,32128
2018-03-07,56921,149179,11693
2018-03-08,93282,445313,37643
2018-03-09,71752,321460,35955
2018-03-10,56038,227932,67687
2018-03-11,84287,186005,57884
2018-03-12,49399,201145,4526
2018-03-13,52337,392204,34451
2018-03-14,71454,126410,28884
2018-03-15,108585,561939,84756
2018-03-16,48725,537778,51303
2018-03-17,52766,743391,55489
2018-03-18,82333,681860,63788
2018-03-19,119135,199011,43747
2018-03-20,99835,282485,56139
2018-03-21,135522,156636,50679
2018-03-22,56308,346682,51975
2018-03-23,44666,55631,43663
2018-03-24,144550,60912,9711
2018-03-25,158681,35421,3878
2018-03-26,72807,56764,6087
2018-03-27,112027,107061,27020
2018-03-28,46278,358609,89399
2018-03-29,95124,314336,29907
2018-03-30,145949,262041,87906
2018-03-31,74111,205686,85745
2018-04-01,71797,342903,28031
2018-04-02,151580,200105,43697
2018-04-03,142943,341266,72775
2018-04-04,138516,303583,52000
2018-04-05,98876,553715,84921
2018-04-06,216112,277785,59030
2018-04-07,212637,363889,67328
2018-04-08,197089,148714,11680
2018-04-09,145760,118872,48283
2018-04-10,155791,324604,98638
2018-04-11,150466,310177,102888
2018-04-12,142466,370508,107023
2018-04-13,85508,269406,43334
2018-04-14,156292,202726,39431
2018-04-15,142178,52714,12666
2018-04-16,101678,58535,22468
2018-04-17,195008,55235,44746
2018-04-18,213958,74911,35123
2018-04-19,214802,158604,48194
2018-04-20,212343,141781,42208
2018-04-21,208750,74130,13077
2018-04-22,197445,138616,46641
2018-04-23,139109,319282,73030
2018-04-24,142092,298709,78288
2018-04-25,138715,467207,58119
2018-04-26,137872,372142,80903
2018-04-27,206522,140633,25685
2018-04-28,178732,141700,25662
2018-04-29,188281,190646,39639
2018-04-30,152015,528567,87636
2018-05-01,149880,498452,58114
2018-05-02,160144,143821,61874
2018-05-03,169952,164575,21890
2018-05-04,201186,154019,4164
2018-05-05,223943,202195,8713
2018-05-06,239472,203174,29311
2018-05-07,237923,203711,34257
2018-05-08,238657,246872,61220
2018-05-09,210976,166341,50677
2018-05-10,146355,207244,38835
2018-05-11,163237,58129,10722
2018-05-12,202809,121272,46576
2018-05-13,177559,268359,66614
2018-05-14,178180,302818,42656
2018-05-15,173236,169402,16481
2018-05-16,117915,185143,76496
2018-05-17,150094,309580,89814
2018-05-18,172561,90614,26456
2018-05-19,185185,60838,2105
2018-05-20,200005,236209,40092
2018-05-21,239371,309224,72072
2018-05-22,204835,133548,32890
2018-05-23,182998,216160,35082
2018-05-24,145900,277445,64342
2018-05-25,199527,180608,76347
2018-05-26,227439,95991,32453
2018-05-27,190195,125089,50390
2018-05-28,225638,147059,30462
2018-05-29,201699,220966,63556
2018-05-30,208340,75826,26940
2018-05-31,206268,93291,29115
2018-06-01,163686,118871,11211
2018-06-02,152733,93055,9224
2018-06-03,189437,42108,8175
2018-06-04,208775,94959,24912
2018-06-05,197097,92156,9008
2018-06-06,232624,193082,24393
2018-06-07,201235,115822,13234
2018-06-08,195110,74565,6357
2018-06-09,189124,69958,13678
2018-06-10,174510,86541,25925
2018-06-11,169024,137180,49715
2018-06-12,121266,151993,66311
2018-06-13,88830,162096,52638
2018-06-14,187828,134347,74476
2018-06-15,183203,29902,6757
2018-06-16,193543,60926,11008
2018-06-17,170764,166935,44597
2018-06-18,166399,152428,51929
2018-06-19,151567,157575,43953
2018-06-20,215128,120225,76562
2018-06-21,181048,450875,73242
2018-06-22,160949,466693,107026
2018-06-23,148414,375903,90919
2018-06-24,129420,159121,67725
2018-06-25,158806,131901,65739
2018-06-26,171635,72747,21717
2018-06-27,216261,140067,3582
2018-06-28,161520,196935,9498
2018-06-29,212039,167358,33969
2018-06-30,244755,222231,27793
2018-07-01,255427,249353,30371
2018-07-02,257690,127589,13216
2018-07-03,241390,64368,17659
2018-07-04,200332,37060,6832
2018-07-05,169760,115958,28787
2018-07-06,156511,235918,60720
2018-07-07,236099,241437,53268
2018-07-08,228019,143412,19705
2018-07-09,192348,208652,81998
2018-07-10,123843,132871,38473
2018-07-11,131811,85291,35159
2018-07-12,163328,134918,26420
2018-07-13,218134,119779,19134
2018-07-14,208149,79387,9476
2018-07-15,207459,57072,3997
2018-07-16,209683,42941,5605
2018-07-17,205623,115579,18600
2018-07-18,215613,209135,16858
2018-07-19,223633,107391,11527
2018-07-20,211036,74773,6760
2018-07-21,125104,68621,9230
2018-07-22,136166,70104,4834
2018-07-23,200093,40712,2537
2018-07-24,227122,33170,2627
2018-07-25,207923,68497,8879
2018-07-26,222217,128582,34092
2018-07-27,209752,177304,62809
2018-07-28,167972,183615,52605
2018-07-29,200541,103887,33078
2018-07-30,207326,78109,24995
2018-07-31,206790,123759,12660
2018-08-01,181816,91558,2096
2018-08-02,194361,78112,2068
2018-08-03,213280,64610,1523
2018-08-04,190045,102725,15325
2018-08-05,194357,163173,33848
2018-08-06,224432,71999,14473
2018-08-07,191145,133767,13311
2018-08-08,169541,226117,60049
2018-08-09,180580,268461,31371
2018-08-10,150610,348632,70733
2018-08-11,182277,328096,70436
2018-08-12,211602,86344,45748
2018-08-13,129614,166431,9892
2018-08-14,135621,269017,30371
2018-08-15,142103,86956,28692
2018-08-16,212894,107391,51701
2018-08-17,179477,109865,13152
2018-08-18,187384,98967,57702
2018-08-19,198945,126351,58098
2018-08-20,144673,146328,24135
2018-08-21,171581,42638,7640
2018-08-22,199007,73447,17487
2018-08-23,160327,116762,33604
2018-08-24,108220,257270,69944
2018-08-25,96416,252573,44606
2018-08-26,184301,168345,57575
2018-08-27,121039,419430,88280
2018-08-28,165907,80557,13435
2018-08-29,177245,160899,22476
2018-08-30,81663,277653,53558
2018-08-31,102988,122428,33127
2018-09-01,122421,93855,4405
2018-09-02,78144,161222,9309
2018-09-03,96692,136677,30833
2018-09-04,136608,71354,11769
2018-09-05,167416,72291,5961
2018-09-06,140725,102371,13785
2018-09-07,102417,176075,42364
2018-09-08,172188,196734,79253
2018-09-09,161908,95420,59678
2018-09-10,136237,128555,51725
2018-09-11,161734,347655,87225
2018-09-12,153095,157166,55995
2018-09-13,88606,33746,27429
2018-09-14,107782,71810,74434
2018-09-15,131634,174155,59603
2018-09-16,169802,100922,77393
2018-09-17,169018,89707,39041
2018-09-18,170265,269246,87919
2018-09-19,153551,250769,91746
2018-09-20,154878,260100,69111
2018-09-21,93470,649769,84412
2018-09-22,111125,445648,95393
2018-09-23,50429,308010,74621
2018-09-24,131064,496103,102360
2018-09-25,160265,144610,43580
2018-09-26,147659,388320,104226
2018-09-27,156948,226203,88105
2018-09-28,121814,276320,82614
2018-09-29,159667,139144,67882
2018-09-30,161752,130595,65235
2018-10-01,76559,253188,89801
2018-10-02,55055,612625,91770
2018-10-03,86255,510148,81588
2018-10-04,111888,158858,59282
2018-10-05,155979,178500,42961
2018-10-06,125387,149250,34710
2018-10-07,92470,174419,37543
2018-10-08,115605,103036,94988
2018-10-09,106617,93089,75228
2018-10-10,131030,234664,36388
2018-10-11,131699,302575,75619
2018-10-12,134785,239840,86534
2018-10-13,137382,269451,95876
2018-10-14,137123,329962,70305
2018-10-15,124529,136718,16771
2018-10-16,108043,36465,15708
2018-10-17,116468,36256,14125
2018-10-18,85440,125801,31199
2018-10-19,86407,42957,6846
2018-10-20,86941,88992,27334
2018-10-21,103527,90440,58917
2018-10-22,81702,241072,97220
2018-10-23,28192,773284,90921
2018-10-24,38538,559322,101782
2018-10-25,36799,492273,83870
2018-10-26,51662,344093,84975
2018-10-27,37145,285951,72310
2018-10-28,27394,391723,74507
2018-10-29,15992,470216,102604
2018-10-30,43386,633199,94879
2018-10-31,78591,377400,60741
2018-11-01,44722,229248,69741
2018-11-02,55987,248146,69285
2018-11-03,56753,105865,60318
2018-11-04,22226,138258,50042
2018-11-05,45461,167826,43154
2018-11-06,70838,195737,47656
2018-11-07,80606,204396,68319
2018-11-08,44317,121402,52721
2018-11-09,34655,185606,56759
2018-11-10,35837,390753,100930
2018-11-11,42740,424239,105713
2018-11-12,41930,271123,44944
2018-11-13,23394,402615,83277
2018-11-14,49393,160343,74265
2018-11-15,44127,154953,32388
2018-11-16,75882,325675,43204
2018-11-17,80903,377736,69698
2018-11-18,69174,302120,64210
2018-11-19,18837,579106,94397
2018-11-20,22046,654708,77735
2018-11-21,16576,295827,100721
2018-11-22,20621,120283,66464
2018-11-23,29985,82399,15945
2018-11-24,16337,87058,20924
2018-11-25,21647,111738,66956
2018-11-26,11103,184308,56594
2018-11-27,15974,91551,56434
2018-11-28,35069,438109,96523
2018-11-29,31406,573215,81887
2018-11-30,12406,341521,105756
2018-12-01,27296,355759,98443
2018-12-02,8032,546881,101401
2018-12-03,17736,499795,109381
2018-12-04,31009,405311,81945
2018-12-05,32668,267066,79837
2018-12-06,10874,408524,92254
2018-12-07,11698,689866,97467
2018-12-08,18137,893637,105262
2018-12-09,11513,779632,108417
2018-12-10,23727,747283,94785
2018-12-11,18571,401493,74562
2018-12-12,17306,123138,44113
2018-12-13,19737,192918,70122
2018-12-14,9677,117226,48570
2018-12-15,9248,195687,88005
2018-12-16,7829,222831,71998
2018-12-17,12758,159856,33772
2018-12-18,31158,269900,73471
2018-12-19,9889,347976,109785
2018-12-20,18420,306607,72368
2018-12-21,6573,678585,75843
2018-12-22,11551,485084,34243
2018-12-23,9498,353139,51911
2018-12-24,19312,295225,61527
2018-12-25,18841,439872,112873
2018-12-26,24225,312471,90736
2018-12-27,27663,207716,75093
2018-12-28,27556,177864,50902
2018-12-29,10390,447108,85985
2018-12-30,12451,502814,62853
2018-12-31,9327,187153,57980
2019-01-01,10091,761824,53411
2019-01-02,31118,588909,77700
2019-01-03,22529,226316,62504
2019-01-04,9581,459735,90405
2019-01-05,6806,506590,89140
2019-01-06,11843,182399,63589
2019-01-07,10431,394558,71360
2019-01-08,13495,873241,89002
2019-01-09,13002,652936,107480
2019-01-10,10977,150293,22624
2019-01-11,5340,406464,104246
2019-01-12,6872,623713,107399
2019-01-13,6074,799834,107326
2019-01-14,25280,725672,104157
2019-01-15,15105,746804,82664
2019-01-16,31044,620478,108436
2019-01-17,20161,623019,114746
2019-01-18,47412,209162,29213
2019-01-19,63099,107449,27880
2019-01-20,53513,49141,10139
2019-01-21,51716,93808,39588
2019-01-22,37538,198611,98535
2019-01-23,27037,130684,30923
2019-01-24,14512,33004,15151
2019-01-25,16236,139997,59925
2019-01-26,11533,436936,70379
2019-01-27,23961,499974,78139
2019-01-28,24378,419137,76791
2019-01-29,35955,262125,83476
2019-01-30,33922,370422,74969
2019-01-31,54459,187543,63484
2019-02-01,20369,247211,93316
2019-02-02,20033,83898,33793
2019-02-03,19587,227524,64662
2019-02-04,56587,396685,96976
2019-02-05,35248,269832,81336
2019-02-06,54640,274250,87831
2019-02-07,27671,531236,85971
2019-02-08,55579,675626,106722
2019-02-09,57346,840409,87089
2019-02-10,25343,713088,80413
2019-02-11,40097,705721,85204
2019-02-12,46594,384948,79511
2019-02-13,72097,351899,106254
2019-02-14,102957,124301,60060
2019-02-15,126463,161201,55172
2019-02-16,127754,272899,100475
2019-02-17,121886,152677,66317
2019-02-18,130737,192265,66921
2019-02-19,66616,463625,115209
2019-02-20,75160,262329,104582
2019-02-21,63606,326439,86405
2019-02-22,47569,199586,37463
2019-02-23,128440,177036,34953
2019-02-24,127709,84783,15099
2019-02-25,138888,100798,17178
2019-02-26,131282,71937,8459
2019-02-27,149453,155526,46356
2019-02-28,121550,391699,32824
2019-03-01,31872,172395,37410
2019-03-02,35212,216068,63187
2019-03-03,48659,736363,109575
2019-03-04,60335,854153,90273
2019-03-05,70024,647460,87470
2019-03-06,100057,494463,115059
2019-03-07,69869,743176,122088
2019-03-08,83474,675867,118278
2019-03-09,59287,811227,113882
2019-03-10,51349,478875,58088
2019-03-11,66667,572809,64226
2019-03-12,110939,589142,115529
2019-03-13,79842,846591,108064
2019-03-14,34122,765597,125610
2019-03-15,36130,793300,124188
2019-03-16,53092,664894,116959
2019-03-17,103203,665809,109516
2019-03-18,101952,600466,103724
2019-03-19,135391,158085,39392
2019-03-20,160746,172185,75586
2019-03-21,165043,132269,85004
2019-03-22,164432,90556,29810
2019-03-23,155150,147606,42391
2019-03-24,137484,133785,59591
2019-03-25,109078,464026,119666
2019-03-26,85996,360763,91525
2019-03-27,91979,183916,60153
2019-03-28,102484,96927,15653
2019-03-29,174860,90236,54764
2019-03-30,204365,124298,34183
2019-03-31,168900,215044,53298
2019-04-01,214223,284270,36762
2019-04-02,176227,350992,89394
2019-04-03,119340,154831,29226
2019-04-04,106582,133217,26228
2019-04-05,79476,77593,42705
2019-04-06,173180,158121,37009
2019-04-07,186998,147249,15540
2019-04-08,145576,152975,71550
2019-04-09,145910,233335,56567
2019-04-10,154261,259079,47495
2019-04-11,150207,204845,18066
2019-04-12,112023,164631,33540
2019-04-13,122773,198711,85624
2019-04-14,115318,236794,85198
2019-04-15,225365,291674,99225
2019-04-16,221233,318403,109315
2019-04-17,201037,289226,107873
2019-04-18,234750,369111,104166
2019-04-19,238016,256259,58640
2019-04-20,238193,154224,19232
2019-04-21,239745,134794,21180
2019-04-22,236687,436559,94304
2019-04-23,186883,629407,117463
2019-04-24,207951,385468,122232
2019-04-25,211871,280043,51012
2019-04-26,108075,251606,20384
2019-04-27,126033,222222,42353
2019-04-28,133506,101683,10144
2019-04-29,101918,235447,36608
2019-04-30,197997,148304,23024
2019-05-01,186968,225058,68033
2019-05-02,165541,358887,102681
2019-05-03,125887,302837,96913
2019-05-04,116456,228178,87309
2019-05-05,153198,165859,88825
2019-05-06,140552,238636,95967
2019-05-07,174983,91364,32355
2019-05-08,113906,292720,65121
2019-05-09,143072,193632,48403
2019-05-10,144461,181309,29548
2019-05-11,109651,250078,33631
2019-05-12,180037,327045,65350
2019-05-13,238401,252556,26859
2019-05-14,205973,238829,8270
2019-05-15,179285,219658,15283
2019-05-16,96399,207660,73094
2019-05-17,170625,110467,67773
2019-05-18,232755,109361,38856
2019-05-19,207598,110695,28208
2019-05-20,101131,180766,24370
2019-05-21,84301,321923,68488
2019-05-22,101357,333457,55209
2019-05-23,239989,72245,50378
2019-05-24,227101,153117,54969
2019-05-25,173424,113795,40111
2019-05-26,194033,300979,104954
2019-05-27,153065,207842,96591
2019-05-28,121567,120478,28549
2019-05-29,183074,92144,33362
2019-05-30,190349,274907,113691
2019-05-31,167988,130322,48890
2019-06-01,244565,90546,45971
2019-06-02,255446,163038,47577
2019-06-03,211204,162481,35009
2019-06-04,235851,154134,44262
2019-06-05,235071,188154,59192
2019-06-06,134830,267279,59997
2019-06-07,241215,242677,47295
2019-06-08,188873,505038,100161
2019-06-09,222510,142511,46038
2019-06-10,150683,139146,92159
2019-06-11,162768,90046,53334
2019-06-12,139643,164838,39831
2019-06-13,229378,194004,64641
2019-06-14,214389,160938,39359
2019-06-15,189810,284236,50910
2019-06-16,152438,65181,39690
2019-06-17,240804,63561,29356
2019-06-18,238621,103592,12124
2019-06-19,226365,126796,24800
2019-06-20,161656,126094,16713
2019-06-21,204376,78224,18513
2019-06-22,190931,162374,9063
2019-06-23,223726,203675,64263
2019-06-24,258795,232929,107072
2019-06-25,248351,147074,43764
2019-06-26,243542,215820,82718
2019-06-27,239680,254270,76352
2019-06-28,250958,67398,12829
2019-06-29,264538,63899,15642
2019-06-30,253267,259892,85317
2019-07-01,196800,292442,104557
2019-07-02,217660,294735,91782
2019-07-03,228262,201545,81006
2019-07-04,248447,197241,107271
2019-07-05,190638,218288,60631
2019-07-06,184714,267201,99261
2019-07-07,148754,278964,99123
2019-07-08,161948,204131,62173
2019-07-09,176794,177765,60826
2019-07-10,233621,90597,28031
2019-07-11,122442,44863,8429
2019-07-12,142249,86213,10816
2019-07-13,136184,160425,41161
2019-07-14,131050,97318,44589
2019-07-15,147970,151565,59300
2019-07-16,184027,182434,48719
2019-07-17,207209,33062,2841
2019-07-18,215277,54675,22203
2019-07-19,157724,68890,13911
2019-07-20,204023,186922,67087
2019-07-21,190784,202811,59614
2019-07-22,197761,88190,78484
2019-07-23,247128,61244,10966
2019-07-24,242294,101611,45612
2019-07-25,233038,136210,32260
2019-07-26,226362,273850,92712
2019-07-27,177701,308711,111133
2019-07-28,136638,152655,63320
2019-07-29,137290,87921,8958
2019-07-30,174199,73721,13491
2019-07-31,135598,113719,33788
2019-08-01,192599,41257,17695
2019-08-02,163311,47700,16061
2019-08-03,159695,76185,18881
2019-08-04,207061,44157,9925
2019-08-05,143358,91004,19073
2019-08-06,165692,123305,28684
2019-08-07,107222,153198,47830
2019-08-08,197432,247484,72361
2019-08-09,170100,145394,57799
2019-08-10,130177,484289,104323
2019-08-11,204194,251741,115985
2019-08-12,132077,181633,76291
2019-08-13,161224,219750,36653
2019-08-14,200403,123883,51962
2019-08-15,111537,311024,80656
2019-08-16,183568,155101,56147
2019-08-17,98425,320113,71294
2019-08-18,155085,214282,57199
2019-08-19,160028,208646,80383
2019-08-20,109482,99292,45878
2019-08-21,198693,53751,20206
2019-08-22,215331,91823,55238
2019-08-23,210878,75926,20815
2019-08-24,208462,130083,39379
2019-08-25,197723,104688,19666
2019-08-26,193214,68682,7180
2019-08-27,189597,75656,22434
2019-08-28,170467,81294,12621
2019-08-29,146978,76470,21117
2019-08-30,189669,27048,33072
2019-08-31,204412,137134,25628
2019-09-01,135872,188744,60022
2019-09-02,157704,136673,67934
2019-09-03,165318,219549,103919
2019-09-04,191194,228326,74845
2019-09-05,120829,367043,93132
2019-09-06,153442,201018,89399
2019-09-07,90158,61950,33480
2019-09-08,89769,24556,10495
2019-09-09,70515,114112,8600
2019-09-10,169342,238120,50488
2019-09-11,166760,285174,88671
2019-09-12,135145,205771,93398
2019-09-13,129005,248256,78867
2019-09-14,182110,66138,53160
2019-09-15,176446,315877,104044
2019-09-16,101733,133721,69652
2019-09-17,121187,489993,101538
2019-09-18,170197,326699,111789
2019-09-19,176147,149835,30151
2019-09-20,170266,102219,19689
2019-09-21,191383,153817,24169
2019-09-22,157292,185355,52437
2019-09-23,79774,129428,38123
2019-09-24,98545,90980,51947
2019-09-25,79693,136393,24646
2019-09-26,67845,211031,70347
2019-09-27,72513,303786,85252
2019-09-28,103809,555902,113525
2019-09-29,95530,597134,87988
2019-09-30,94664,656233,94720
2019-10-01,79553,371035,40719
2019-10-02,82288,348143,103061
2019-10-03,85103,208993,19388
2019-10-04,47187,244999,56057
2019-10-05,62625,234442,66595
2019-10-06,66538,247120,97470
2019-10-07,99917,122365,66841
2019-10-08,39142,435722,114784
2019-10-09,55422,448845,107764
